source,reference,terms,base_basic,base_strong,lora_no_term,lora_basic,lora_basic_cleaned,terms_dict,base_translation_only,base_basic_clean
Generate activation keys to share managing the data provider profile with other users.,"Generieren Sie Aktivierungsschlüssel, um die Verwaltung des Datenprovider-Profils für andere Benutzer freizugeben.",{'data provider': 'Datenprovider'},"Erstelle Aktivierungskennungen, um die Verwaltung der Datenprovider-Konto mit anderen Benutzern zu teilen.",Datenproviderprofil mit anderen Benutzern teilen lassen.,"Gerne! Bitte geben Sie den englischen Text ein, und ich werde ihn für Sie in deutscher Sprache übersetzen.","Gerne! Hier ist die deutsche Übersetzung:

Deaktivieren Sie das Benutzerprofil des Datenproviders und generieren Sie Aktivierungskennungen für andere Benutzer, damit sie den Datenproviderprofile verwalten können.","Deaktivieren Sie das Benutzerprofil des Datenproviders und generieren Sie Aktivierungskennungen für andere Benutzer, damit sie den Datenproviderprofile verwalten können.",{'data provider': 'Datenprovider'},"Erstelle Aktivierungskennungen, um die Verwaltung der Datenprovider-Konto mit anderen Benutzern zu teilen.","Erstelle Aktivierungskennungen, um die Verwaltung der Datenprovider-Konto mit anderen Benutzern zu teilen."
"Validity date of a release, with a start and end date.",Gültigkeitsdatum eines Release mit Start- und Enddatum.,"{'end date': 'Enddatum', 'release': 'Release', 'start': 'Start'}","Enddatum einer Release, mit einem Start- und Enddatum.",Enddatum der Wiederaufnahme mit Start- und Enddatum.,"Validitätstermin einer Veröffentlichung, mit Start- und Enddatum.",Enddatum einer Release mit Start- und Enddatum.,Enddatum einer Release mit Start- und Enddatum.,"{'end date': 'Enddatum', 'release': 'Release', 'start': 'Start'}",Enddatum der Veröffentlichung mit Start- und Enddatum.,Enddatum der Veröffentlichung mit Anfang- und Enddatum.
"If you cannot find a user in the list, you should first create a user.","Wenn es keine Benutzer in der Liste gibt, sollten Sie zuerst einen erstellen.",{'create': 'erstellen'},"Wenn Sie keinen Benutzer im Listen nicht finden können, sollten Sie zuerst einen Benutzer erstellen.","Erstelle einen Benutzer, wenn Sie im Listen nicht finden können.","Gerne! Bitte geben Sie den englischen Text ein, und ich werde ihn für Sie übersetzen.","Gerne! Hier ist die deutsche Übersetzung:

Wenn Sie keinen Benutzer im Listen nicht finden können, sollten Sie zuerst einen Benutzer erstellen.","Wenn Sie keinen Benutzer im Listen nicht finden können, sollten Sie zuerst einen Benutzer erstellen.",{'create': 'erstellen'},"Erstelle einen Benutzer, wenn Sie den Liste nicht finden können.","Wenn Sie keinen Benutzer im Listen nicht finden können, sollten Sie zuerst einen Benutzer erstellen."
"When creating a remote source, you must set only one of the following parameters:",Beim Erstellen einer Remote-Quelle muss nur einen der folgenden Parameter definiert werden:,{'source': 'Quelle'},"Quellensuchung erstellen, nur eins der folgenden Parameter festzulegen muss:","Quelle verwenden, wenn Sie eine entfernte Quelle erstellen müssen, können Sie nur einen der folgenden Parameter festlegen:","Gerne! Bitte geben Sie den englischen Text ein, und ich werde ihn für Sie in deutscher Sprache übersetzen.","Gerne! Hier ist die deutsche Übersetzung:

Gerne! Hier ist die deutsche Übersetzung:

Gerne! Hier ist die deutsche Übersetzung:","Gerne! Hier ist die deutsche Übersetzung:

Gerne! Hier ist die deutsche Übersetzung:",{'source': 'Quelle'},"Quelle muss nur eine der folgenden Parameter festgelegt werden, wenn Sie eine entfernte Quelle erstellen.","Wenn Sie eine entfernte Quelle erstellen, müssen Sie nur eines der folgenden Parameter setzen:"
The Data Sharing Cockpit is the central entry point to manage all data provider-specific tasks.,Das Data Sharing Cockpit ist der zentrale Einstiegspunkt für die Verwaltung aller Datenprovider-spezifischen Aufgaben.,{'data provider': 'Datenprovider'},Der Datenspeichercockpit ist der zentrale Eingangspunkt zur Verwaltung aller spezifischen Aufgaben für alle Datenverleih-Unternehmen.,Der Datenspeichercockpit ist der zentrale Eingangspunkt zur Verwaltung aller spezifischen Aufgaben für Datenverleihende.,Die Datenverteilungskabine ist das zentrale Eingangspunkt für die Verwaltung aller spezifischen Aufgaben der Datenprovider.,Die Datenverteilungskabine ist das zentrale Eingangspunkt zur Verwaltung aller spezifischen Aufgaben für den Datenprovider.,Die Datenverteilungskabine ist das zentrale Eingangspunkt zur Verwaltung aller spezifischen Aufgaben für den Datenprovider.,{'data provider': 'Datenprovider'},Der Datenspeichercockpit ist der zentrale Eingangspunkt zur Verwaltung aller spezifischen Aufgaben für alle Datenverleihende.,Der Datenspeichercockpit ist der zentrale Eingangspunkt zur Verwaltung aller spezifischen Aufgaben für alle Datenverleihende.
References an attribute from a dimension source in the consumption model.,Verweist auf ein Attribut aus einer Dimensionsquelle im Verbrauchsmodell.,{'reference': 'Verweis'},Verweise auf eine Eigenschaft aus einem Dimensionssourcendurch die Konsummodell.,Verweise auf eine Eigenschaft aus einem Quelldimensionenmodell im Konsummodell.,Referenziert eine Eigenschaft aus einem Dimensionssourcensystem im Verbrauchsmodel.,Verweise auf eine Eigenschaft aus einem Quelldimensionenmodell im Konsummodell.,Verweise auf eine Eigenschaft aus einem Quelldimensionenmodell im Konsummodell.,{'reference': 'Verweis'},Verweis auf eine Eigenschaft aus einem Dimensionssourcendient im Konsummodell.,Verweis auf eine Attribute aus einem Dimensionssourcendient im Konsummodell.
"Based on the reference data you create here, you can copy a simulation plan to create multiple simulations with the same reference plan to compare them in the Process pMRP Simulations app.","Basierend auf den hier angelegten Referenzdaten können Sie einen Simulationsplan kopieren, um mehrere Simulationen mit demselben Referenzplan zu erstellen und diese in der App pMRP-Simulationen verarbeiten zu vergleichen.","{'process': 'verarbeiten', 'create': 'erstellen'}","Zurückgeben Sie nur den deutschen Übersetzungssatz. Lassen Sie es nicht erklären.
Verwenden Sie das Terminologie, wenn es sinnvoll ist.

Übersetzungen:
process -> verarbeiten
create -> erstellen","Von der Referenzdaten, die du hier erstellst, kannst du eine Simulationplan-Kopie kopieren, um sie zu erstellen, um mehrere Simulationen mit dem gleichen Referenzplan zu erstellen und diese dann im App ""Process pMRP Simulations"" zu vergleichen.","Von der erstellten Referenzdaten können Sie eine Simulationplan-Kopie kopieren, um sie zu verwenden, um mehrere Simulationen mit dem gleichen Referenzplan zu erstellen und diese dann im App pMRP Simulationsverwaltung vergleichen.","Gerne! Hier ist die deutsche Übersetzung:

Zu den Daten, die Sie hier erstellen, können Sie eine Simulationplan-Kopie erstellen, um mehrere Simulationen mit dem gleichen Referenzplan zu erstellen und sie im App ""Process pMRP Simulations"" zu vergleichen.","Zu den Daten, die Sie hier erstellen, können Sie eine Simulationplan-Kopie erstellen, um mehrere Simulationen mit dem gleichen Referenzplan zu erstellen und sie im App ""Process pMRP Simulations"" zu vergleichen.","{'process': 'verarbeiten', 'create': 'erstellen'}","Verwenden Sie den angegebenen Referenzdatensatz, um eine Simulationplanerstellung zu erstellen, um mehrere Simulationen mit dem gleichen Referenzplan zu erstellen und sie im App ""Process pMRP Simulations"" zu vergleichen.","Basierend auf der Referenzdaten, die du hier erstellst, kannst du eine Simulationplan-Kopie erstellen, um sie zu erzeugen, um sie mit dem gleichen Referenzplan zu simulieren und sie im App ""Process pMRP Simulations"" zu vergleichen."
Choose either one of the scheduling controls to realign your work center schedules:,"Wählen Sie eine der beiden Terminierungssteuerungen aus, um Ihre Arbeitsplatzbelegungspläne anzupassen:",{'scheduling': 'Terminierung'},"Wählen Sie eine der Scheduling-Kontrolle aus, um Ihre Werkzeugschaltungen zu richten:","Scheduling Controls auswählen, um deine Werkzeugschaltungen zu neuordnen:","Gerne! Bitte geben Sie den englischen Text ein, und ich werde ihn für Sie in deutscher Sprache übersetzen.","Gerne! Hier ist die deutsche Übersetzung:

Gerne! Hier ist die deutsche Übersetzung:

Scheduling Controls -> Terminierung","Gerne! Hier ist die deutsche Übersetzung:

Scheduling Controls -> Terminierung",{'scheduling': 'Terminierung'},"Wählen Sie entweder eines der Scheduling-Controls aus, um Ihre Werkzeugschaltungsplanungen zu realieren:","Wählen Sie entweder eines der Terminierungskontrolle aus, um Ihre Werkzeugzentrum-Terminen zu reaktivieren:"
The retention period is a combination of the residence period and the blocking period.,Die Aufbewahrungszeit ist eine Kombination aus Residenzzeit und Sperrzeitraum.,{'residence period': 'Residenzzeit'},Die Retentionperiode besteht aus der Residenzzeit und dem Blockungszeitraum.,Die Retentionperiode besteht aus der Residenzzeit und dem Blockungszeitraum.,Die Aufbewahrungsdauer ist eine Kombination der Wohnsitzdauer und des Blockperioden.,Die Verbleibstyp ist eine Kombination der Residenzzeit und des Blockperioden.,Die Verbleibstyp ist eine Kombination der Residenzzeit und des Blockperioden.,{'residence period': 'Residenzzeit'},Die Aufbewahrungsdauer ist eine Kombination der Residenzzeit und des Blockungsperioden.,Die Beibehaltstrafe ist eine Kombination der Residenzzeit und des Blockperioden.
Save your fact model to make it available for use in other fact models and consumption models.,"Speichern Sie Ihr Faktenmodell, um es für die Verwendung in anderen Faktenmodellen und Verbrauchsmodellen verfügbar zu machen.",{'consumption model': 'Verbrauchsmodell'},"Speichern Sie Ihren Faktumsmodell, um es für die Nutzung in anderen Faktumsmodellen und Verbrauchsmodellen zur Verfügung zu stellen.","Sparen Sie Ihre Faktumsmodelle, um sie für die Nutzung in anderen Faktumsmodellen und Verbrauchermodellen verfügbar zu machen.","Sparen Sie Ihre Faktummodell auf, um es für die Nutzung in anderen Faktummodellen und Konsummodelle verfügbar zu machen.",Sparen Sie Ihre Faktumsmodelle und verwenden Sie sie in anderen Faktumsmodelle und Verbrauchsmodellen.,Sparen Sie Ihre Faktumsmodelle und verwenden Sie sie in anderen Faktumsmodelle und Verbrauchsmodellen.,{'consumption model': 'Verbrauchsmodell'},"Speichern Sie Ihre Faktenmodell-Datei, um sie für die Nutzung in anderen Faktenmodellen und Verbrauchsmodellen zur Verfügung zu stellen.","Speichern Sie Ihre Faktenmodell-Datei, um sie für die Nutzung in anderen Faktenmodellen und Verbrauchsmodellen zur Verfügung zu stellen."
"If available, quick actions are shown in this column.","Schnellaktionen werden in dieser Spalte angezeigt, sofern verfügbar.","{'action': 'Aktion', 'Action': 'Aktion'}","Aktionen werden in dieser Spalte angezeigt, falls verfügbar.","Aktionen werden in dieser Spalte angezeigt, falls verfügbar.","Gerne! Bitte geben Sie den englischen Text an, und ich werde ihn für Sie übersetzen.","Gerne! Hier ist die deutsche Übersetzung:

Aktionen werden, wenn verfügbar, im Spaltenbereich angezeigt.","Aktionen werden, wenn verfügbar, im Spaltenbereich angezeigt.","{'action': 'Aktion', 'Action': 'Aktion'}","Aktionen werden in dieser Spalte angezeigt, wenn verfügbar.","Wenn verfügbar, werden schnelle Aktionen im dieser Spalte angezeigt."
Reviewers have read-only access to the schedule and cannot see the utilization forecast shown when the schedule is in Scoping or Refinement.,"Prüfer haben schreibgeschützten Zugriff auf den Terminplan und können die Auslastungsprognose nicht sehen, die angezeigt wird, wenn sich der Terminplan in Erstellung oder Verfeinerung befindet.",{'schedule': 'Terminplan'},"Rezensenter haben nur einsehende Zugriff auf den Terminplan und können die Vorbereitungsförderung nicht sehen, wenn der Terminplan im Skizzen- oder Erweiterungsmodus ist.","Rezensenter haben nur lesen zulässige Zugriff auf den Terminplan und können die Vorbereitungsförderung nicht sehen, wenn der Terminplan im Entwurf oder in der Prüfung ist.","Verwaltete Benutzer haben nur einsehende Zugriff auf den Plan und können die Vorausschau nicht sehen, wenn der Plan im Skizzieren oder Verfeinern steht.","Verwaltete Benutzer haben nur einsehende Zugriff auf den Terminplan und können die Vorausschau nicht sehen, wenn der Terminplan im Planen oder Verfeinern ist.","Verwaltete Benutzer haben nur einsehende Zugriff auf den Terminplan und können die Vorausschau nicht sehen, wenn der Terminplan im Planen oder Verfeinern ist.",{'schedule': 'Terminplan'},"Rezensenter haben nur lesenrechte zum Terminplan und können die Vorausschau nicht sehen, die angezeigt wird, wenn der Terminplan im Planungs- oder Entwurfstyp ist.","Rezensenter haben nur lesenrechte zum Terminplan und können die Vorausschau nicht sehen, die angezeigt wird, wenn der Plan im Skizzen- oder Entwurfstyp ist."
You can then access the monitoring views via this space in the Data Builder.,Sie können dann über diesen Space im Data Builder auf die Überwachungs-Views zugreifen.,{'monitoring': 'Überwachung'},Sie können die Überwachungsansichten über diese Räume im Daten-Builder erreichen.,Du kannst die Überwachungsansichten hier im Daten-Builder erreichen.,Sie können diese Sicht im Datenbuilder mit diesem Raum verwalten.,Sie können diese Sicht im Bereich über die Datenbuilder-Überwachungsansicht erreichen.,Sie können diese Sicht im Bereich über die Datenbuilder-Überwachungsansicht erreichen.,{'monitoring': 'Überwachung'},Du kannst diese Sicht im Daten-Baum über dieses Arbeitsfeld erreichen.,Du kannst die Überwachungsansichten hier im Daten-Baum über diese Räume erreichen.
Select the analytic query that you would like to transfer.,"Wählen Sie die Analyseabfrage aus, die Sie übertragen möchten.",{'query': 'Abfrage'},"Wählen Sie die analytische Abfrage, die Sie übertragen möchten.","Abfrage auswählen, die Sie zur Übertragung haben möchten.","Von der Analyseabfrage aus, die Sie übertragen möchten.","Gerne! Bitte geben Sie den englischen Text ein, und ich werde ihn in deutscher Sprache übersetzen.","Gerne! Bitte geben Sie den englischen Text ein, und ich werde ihn in deutscher Sprache übersetzen.",{'query': 'Abfrage'},"Wählen Sie die analytische Abfrage, die Sie übertragen möchten.","Wählen Sie die Analytische Abfrage aus, die Sie übertragen möchten."
"When you add two objects that have an association between them, the association is displayed.","Wenn Sie zwei Objekte hinzufügen, zwischen denen eine Assoziation besteht, wird die Assoziation angezeigt.",{'association': 'Assoziation'},"Wenn Sie zwei Objekte hinzufügen, die sich zwischen ihnen verbinden, wird die Verbindung angezeigt.","Wenn Sie zwei Objekte hinzufügen, die sich zwischen ihnen verbinden, wird die Verbindung angezeigt.","Gerne! Bitte geben Sie den englischen Text ein, und ich werde ihn für Sie in deutscher Sprache übersetzen.","Wenn Sie zwei Objekte hinzufügen, die sich zwischen ihnen verbinden, wird die Verbindung angezeigt.","Wenn Sie zwei Objekte hinzufügen, die sich zwischen ihnen verbinden, wird die Verbindung angezeigt.",{'association': 'Assoziation'},"Als ob Sie zwei Objekte hinzufügen würden, die sich zwischen ihnen verbinden, wird die Assoziation angezeigt.","Wenn Sie zwei Objekte hinzufügen, die sich zwischen ihnen verbinden, wird die Assoziation angezeigt."
You need to restart it or contact the data provider if you can't download the data after a while.,"Wenn der Download nach einer gewissen Zeit nicht durchgeführt werden konnte, müssen Sie den Download neu starten oder den Datenprovider kontaktieren.",{'download': 'Download'},"Du musst es neu starten oder den Datenbetreiber kontaktieren, wenn du nach einiger Zeit keine Daten herunterladen kannst.",Download,"Sie müssen es neu starten oder den Datenbetreiber kontaktieren, wenn Sie nach einiger Zeit keine Daten herunterladen können.","Sie müssen es neu starten oder den Datenverleger kontaktieren, wenn Sie nach einiger Zeit keine Daten herunterladen können.","Sie müssen es neu starten oder den Datenverleger kontaktieren, wenn Sie nach einiger Zeit keine Daten herunterladen können.",{'download': 'Download'},"Melden Sie sich wieder an oder kontaktieren Sie den Datenbetreiber, wenn Sie nach einiger Zeit nicht mehr die Daten herunterladen können.","Melden Sie sich wieder an oder kontaktieren Sie den Datenbetreiber, wenn Sie nach einiger Zeit nicht mehr die Daten herunterladen können."
Resource employments must be active for the entire assignment period.,Die Beschäftigungen für die Ressourcen müssen über den gesamten Einsatzzeitraum aktiv sein.,{'assignment': 'Einsatz'},Erfassungen müssen während der gesamten Einsatzperiode aktiv sein.,"Erfordert es, dass die Ressourcen während der gesamten Aufgabenperiode aktiv sind.",Resource employments must be active for the entire assignment period.,Einsatzbeauftragungen müssen für den gesamten Einsatzzeitraum aktiv sein.,Einsatzbeauftragungen müssen für den gesamten Einsatzzeitraum aktiv sein.,{'assignment': 'Einsatz'},Einsatzbedürfnisse müssen während der gesamten Einsatzperiode aktiv sein.,Einsatzbedürfnisse müssen während der gesamten Einsatzperiode aktiv sein.
