source,reference,terms,base_basic,base_strong,lora_no_term,lora_basic,lora_basic_cleaned,terms_dict,qwen3b_basic,qwen3b_strong,qwen3b_no_term
"An Auxiliary Measure is a measure which can be used further within the business entity, but is not exposed to consumption models.","Eine Hilfskennzahl ist eine Kennzahl, die in der Geschäftsentität weiter verwendet werden kann, aber nicht für Verbrauchsmodelle exponiert ist.",{'consumption model': 'Verbrauchsmodell'},"Ein Hilfsmaß ist eine Maß, das innerhalb eines Unternehmens weiterverwendbar sein kann, aber nicht im Verbrauchsmodell ausgestrahlt wird.","Ein Hilfsmaß ist ein Maß, das innerhalb eines Unternehmens weiterverwendbar sein kann, aber nicht im Verbrauchsmodell ausgestoßen wird.","Eine Hilfsmaßnahme ist eine Maßnahme, die in der Geschäftsorganisation weiter verwendet werden kann, aber nicht zur Verwendung im Konsummodell verfügbar gemacht wird.","Geräte- und Dienstleistungsmodelle können nur in den Geräten verwendet werden, die sie erstellt haben. Sie sind nicht für andere Geräte verfügbar.","Geräte- und Dienstleistungsmodelle können nur in den Geräten verwendet werden, die sie erstellt haben. Sie sind nicht für andere Geräte verfügbar.",{'consumption model': 'Verbrauchsmodell'},"Eine Hilfsmaßnahme ist eine Maßnahme, die innerhalb der Geschäftsorganisation verwendet werden kann, aber nicht in Verbrauchsmodellen integriert wird.","Eine Hilfsmaßnahme ist eine Maßnahme, die innerhalb der Geschäftsorganisation weiter verwendet werden kann, aber nicht in Verbrauchsmodellen aufgenommen wird.","Eine Hilfsmaßnahme ist eine Maßnahme, die innerhalb der Geschäftsorganisation weiter verwendet werden kann, aber nicht in Konsummodelle integriert wird."
Lock and Edit a Release,Sperren und Bearbeiten eines Release,{'release': 'Release'},Erstelle und bearbeite eine Release,Erstelle und bearbeite eine Release,Verwalten Sie und Veröffentlichen Sie eine Ressource,Locken und Bearbeiten einer Release,Locken und Bearbeiten einer Release,{'release': 'Release'},Locken und Bearbeiten einer Veröffentlichung,Locken und Bearbeiten einer Veröffentlichung,"Lock and Edit a Release (remains the same as it is a compound phrase)  
Locken und Bearbeiten einer Veröffentlichung"
Plant stock at time of transfer (current date),Werksbestand zum Zeitpunkt der Übernahme (aktuelles Datum),{'transfer': 'Übernahme'},Gesundheitsstock am Zeitpunkt der Übernahme (aktuelle Daten),Übernahme des Pflanzenbestandes am Zeitpunkt der Übernahme (aktuelle Daten),Plant Stock bei der Transaktion (aktuelle Datum),Plantstock am Zeitpunkt der Übernahme (aktuelle Daten),Plantstock am Zeitpunkt der Übernahme (aktuelle Daten),{'transfer': 'Übernahme'},Übernahmestatus der Pflanzensubstanz (aktuelle Datum),Übernahme der Pflanzensubstanz (aktuelle Datum),Pflanzenstock beim Übertragen (aktuelle Datum)
Click a colored cell to view more details about the issues and their category in the Issues panel.,"Wählen Sie eine farbige Zelle, um weitere Details zu dem Problem und dessen Kategorie im Fenster Probleme anzuzeigen.","{'category': 'Kategorie', 'issue': 'Problem', 'panel': 'Fenster'}","Klicken Sie auf ein farbiges Element, um mehr Details über die Probleme und ihre Kategorien im Issuesfenster zu sehen.","Klicken Sie auf ein farbiger Spaltenzeichen, um mehr Details über die Probleme und ihre Kategorien im Problemsfenster zu sehen.","Gerne! Hier ist die deutsche Übersetzung:

Übertrage von Englisch auf Deutsch:
""Click a colored cell to view more details about the issues and their category in the Issues panel.""

Deutsch: Klicken Sie auf ein gelbes Feld, um mehr Details zu den Problemen und ihren Kategorien im Problemspanel anzuzeigen.","Klicken Sie auf ein gelber Spaltenzeichen, um mehr Details über die Probleme und ihre Kategorien im Problemsfenster zu sehen.","Klicken Sie auf ein gelber Spaltenzeichen, um mehr Details über die Probleme und ihre Kategorien im Problemsfenster zu sehen.","{'category': 'Kategorie', 'issue': 'Problem', 'panel': 'Fenster'}","Klicken Sie auf eine gefärbte Zelle, um mehr Details über die Probleme und ihre Kategorie im Problemschirm zu sehen.","Klick auf eine gefärbte Zelle, um mehr Informationen über die Probleme und ihre Kategorie im Problemlistenfenster zu sehen.","Klick auf eine gefärbte Zelle, um mehr Informationen über die Probleme und ihre Kategorie im Issues-Panel zu sehen."
The basic finish date is the planned finish time of an order.You can make settings to specify a basic finish date that is relative to the current date.,Der relative Eckendtermin ist der geplante Endzeitpunkt eines Auftrags. Sie können einen Eckendtermin relativ zum Tagesdatum festlegen.,{'order': 'Auftrag'},"Der grundlegende Fertigungsdatum ist die geplanten Fertigungszeitpunkt eines Auftrags. Sie können Einstellungen treffen, um eine grundlegende Fertigungsdatum zu spezifizieren, das sich auf den aktuellen Tag bezieht.","Der Grundtermin ist die geplanten Fertigungszeit eines Auftrags. Sie können Einstellungen machen, um eine grundlegende Fertigungszeit zu spezifizieren, die auf der aktuellen Zeit basiert.","Basic-Finishingsterne ist die geplanten Fertigungszeit eines Bestellanges. Sie können Einstellungen machen, um eine relative Basic-Finishingsterne zu spezifizieren, die auf der aktuellen Zeit basiert.","Basic-Finishingzeit ist die geplanten Fertigungszeit eines Auftrags. Sie können Einstellungen vornehmen, um eine relative Basic-Finishingzeit zu spezifizieren, die auf der aktuellen Zeit basiert.","Basic-Finishingzeit ist die geplanten Fertigungszeit eines Auftrags. Sie können Einstellungen vornehmen, um eine relative Basic-Finishingzeit zu spezifizieren, die auf der aktuellen Zeit basiert.",{'order': 'Auftrag'},"Der Grundfertigungsdatum ist die vorgesehene Fertigungszeit eines Auftrags. Sie können Einstellungen vornehmen, um ein Grundfertigungsdatum anzugeben, das relativ zur aktuellen Datumsangabe ist.","Der Grundtermin ist der geplante Fertigstellungstermin eines Auftrags. Sie können Einstellungen vornehmen, um einen Grundtermin anzugeben, der relativ zur aktuellen Datum zu stehen hat.","Die Grundfertigungsdatum ist die vorgesehene Fertigungszeit einer Bestellung. Sie können Einstellungen vornehmen, um ein Grundfertigungsdatum anzugeben, das relativ zur aktuellen Datum festgelegt ist."
Color-coding tells you whether the assignment is for an internal project or for a customer project.,"Die Farbkennzeichnung zeigt an, ob der Einsatz für ein internes Projekt oder für ein Kundenprojekt ist.",{'assignment': 'Einsatz'},"Farbenkodierung gibt dir zu wissen, ob das Einsatz für einen intranet-Projekt oder für ein Kundenprojekt ist.",Einsatzinformationen geben Ihnen zuweilen Anhaltspunkte für den Zweck des Einsatzes - ob es sich um einen In-House-Projekt oder ein Kundenprojekt handelt.,"German: Farbierung gibt Ihnen zu erkennen, ob die Zuweisung für einen In-House-Projekt oder für ein Kundenprojekt zustandet.","Terminologie:
Einsatz -> Einsatz

Deutsch: Farbierung gibt Ihnen zu erkennen, ob der Einsatz für ein internes Projekt oder für einen Kundenprojekt ist.","Terminologie:
Einsatz -> Einsatz

Deutsch: Farbierung gibt Ihnen zu erkennen, ob der Einsatz für ein internes Projekt oder für einen Kundenprojekt ist.",{'assignment': 'Einsatz'},"Farbcodierung gibt dir Anschlussstelle an, ob der Einsatz für einen internen Projekt oder für ein Kundenprojekt bestimmt ist. 

(Note: The term ""Einsatz"" in this context might not be the most precise translation of ""assignment,"" but it's commonly used in German to refer to a project or task allocation. If you prefer a more direct translation, you could use ""Aufgabe"" instead.)

A more accurate and common translation would be:

Farbcodierung gibt dir Anschlussstelle an, ob der Auftrag für ein interner oder ein Kundenprojekt bestimmt ist.",Farbcodierung gibt dir Anschluss vom Einsatz auf einen internen oder einem Kundenprojekt.,"Farbcodierung verrät Ihnen, ob die Zuweisung für eine internen Projekt oder für ein Kundenprojekt zuständig ist."
The scale type determines whether the scale is a From-scale or a To-scale.,"Der Staffeltyp legt fest, ob die Staffel eine Ab-Staffel oder eine Bis-Staffel ist.",{'type': 'Typ'},"Der Typ des Skalens bestimmt, ob der Skalenumbruch ein von Skalierung oder einem auf Skalierung ist.","Der Typ der Skala bestimmt, ob die Skala ein von Skalierungsmodell ist oder eine zu Skalierungsmodell ist.",Die Skalierungstyp bestimmt zwischen einem von Anfang bis Ende- und einem von Enden bis Anfangskonzept.,"Typ bestimmt, ob der Scale ein von Startwert ausgeschnittener oder ein zu Endwert hinzugefügter Scale ist.","Typ bestimmt, ob der Scale ein von Startwert ausgeschnittener oder ein zu Endwert hinzugefügter Scale ist.",{'type': 'Typ'},"Der Typ bestimmt, ob der Skalendiagrammtyp eine From-Skala oder eine To-Skala ist. 

Note: The term ""From-scale"" and ""To-scale"" are not commonly used in German technical or scientific contexts. In more general usage, you might translate these as ""Von-Skala"" and ""Zu-Skala,"" but this is not standard. If you have a specific context where these terms are used, please provide more information.","Der Typ bestimmt, ob die Skala eine From-Skala oder eine To-Skala ist.","Die Skalentyp bestimmt, ob die Skala eine From-Skalenebene oder eine To-Skalenebene ist."
Review the information you've specified in the steps before and save or publish the release.,"Überprüfen Sie die Informationen, die Sie in den vorherigen Schritten angegeben haben, und speichern oder veröffentlichen Sie das Release.",{'release': 'Release'},"Prüfen Sie die Informationen, die Sie im vorherigen Schritt angegeben haben, und speichern oder veröffentlichen Sie den Release.","Überprüfen Sie die Informationen, die Sie im vorherigen Schritt angegeben haben, und speichern oder veröffentlichen Sie den Release.","Sobald Sie die Informationen nach den vorherigen Schritten überprüft haben und das Abfragen oder das Speichern des Releases bestätigt haben, können Sie das Abfrage- oder Speichern der Release aktivieren.","Gerne! Hier ist die deutsche Übersetzung:

Überprüfen Sie die Informationen, die Sie im vorherigen Schritt angegeben haben und speichern oder veröffentlichen Sie den Release.","Überprüfen Sie die Informationen, die Sie im vorherigen Schritt angegeben haben und speichern oder veröffentlichen Sie den Release.",{'release': 'Release'},Überprüfen Sie die von Ihnen in den Schritten angegebenen Informationen vor und speichern oder veröffentlichen Sie das Release.,Überprüfen Sie die von Ihnen in den Schritten angegebenen Informationen vor und speichern oder veröffentlichen Sie das Release.,Überprüfen Sie die von Ihnen in den Schritten angegebenen Informationen vor und speichern oder veröffentlichen Sie das Release.
"To share the schedule, add one or more people as maintenance planners or reviewers.","Um den Terminplan zu teilen, fügen Sie einen oder mehrere Personen als Instandhaltungsplaner oder Prüfer hinzu.",{'schedule': 'Terminplan'},"Zur Verfügung stellen Sie den Terminplan, indem Sie eine oder mehrere Personen als Planungs- oder Prüferin hinzufügen.","Zur Verfügung stellen Sie den Terminplan zur Verfügung, indem Sie eine oder mehrere Personen als Planungs- oder Prüferin hinzufügen.",Gerne! Bitte geben Sie den deutschen Übersetzungsnachweis ein.,"Gerne! Hier ist die deutsche Übersetzung:

Zum Austauschen des Terminplans fügen Sie bitte einen oder mehrere Personen als Planer oder Überprüfer hinzu.",Zum Austauschen des Terminplans fügen Sie bitte einen oder mehrere Personen als Planer oder Überprüfer hinzu.,{'schedule': 'Terminplan'},"Um den Terminplan zu teilen, fügen Sie einen oder mehrere Personen als Wartungsplaner oder Reviewer hinzu.","Um den Terminplan zu teilen, fügen Sie einen oder mehrere Personen als Terminplaner oder Reviewer hinzu.","Um den Kalender zu teilen, fügen Sie einen oder mehrere Personen als Wartungsplaner oder Reviewer hinzu."
"You can do so via the message that is displayed at the top of the monitor until you don't provide your consent, or in your profile settings under Schedule Consent Settings.","Sie können dies über die Meldung tun, die oben im Monitor angezeigt wird, bis Sie Ihre Einwilligung geben, oder in Ihren Profileinstellungen unter Einwilligungseinstellungen für Einplanungen.",{'schedule': 'Planung'},"Sie können dies über das Display des Monitors ansehen, bis Sie Ihre Zustimmung nicht geben, oder im Kontext der Schedule Consent Settings unter Ihren Profil-Einstellungen.","Du kannst das tun, indem du die Nachricht am oberen Monitor sehen und bis du nicht zustimmen möchtest, oder im Kontext von Schedule Consent Settings unter deinen Profil-Einstellungen.",Sie können dies über das Display am oberen Monitor abrufen bis Sie Ihre Zustimmung nicht geben.,"Sie können dies über das Display des Monitors ausführen, bis Sie Ihre Zustimmung nicht geben, oder unter Schedule Consent Settings im Profil-Einstellungen.","Sie können dies über das Display des Monitors ausführen, bis Sie Ihre Zustimmung nicht geben, oder unter Schedule Consent Settings im Profil-Einstellungen.",{'schedule': 'Planung'},"Sie können dies über das angezeigte Nachrichtenfeld am oberen Rand des Monitors tun, solange Sie Ihre Zustimmung nicht geben, oder in Ihren Profil-Einstellungen unter den Abschnitten für die Planung der Zustimmung.","Du kannst so über die angezeigte Nachricht am oberen Rand des Monitors hinweg tun, bis du deine Zustimmung gegeben hast, oder in deinen Profil-Einstellungen unter den Abschaltungs-Einstellungen.","Sie können dies übermitteln, indem Sie die angezeigte Nachricht am oberen Rand des Monitors bis zu Ihrer Einwilligung geben, oder in Ihren Profil-Einstellungen unter Abschluß-Einstellungen für Einwilligungen."
Check the forecasted work center utilization for the schedule period,Prüfen der prognostizierten Arbeitsplatzauslastung für den Terminplanzeitraum,{'schedule': 'Terminplan'},Prüfen Sie die voraussichtlichen Arbeitszentrum-Verwaltung für den Zeitraum des Schedules,Prüfen Sie die voraussichtlichen Arbeitszentrum-Verwaltung für den Zeitraum des Schedules,Geräteverbrauch für den Vorgeschalteten überprüfen,Verwende den vorhersagten Arbeitsplatzverbrauch für die Zeitraumvorhersage,Verwende den vorhersagten Arbeitsplatzverbrauch für die Zeitraumvorhersage,{'schedule': 'Terminplan'},Überprüfen Sie die vorgesehenen Produktionscenter-Beschäftigungsgrads für den Terminplanperiode.,Überprüfen Sie die vorgestellte Produktionscenter-Betriebsnutzung für den Terminplanungszeitraum,Überprüfen Sie die vorgestellte Produktionscenter-Betriebsnutzung für den Schaltungszeitraum
View the messages that are generated by the system.,"Lassen Sie sich die Nachrichten anzeigen, die vom System generiert wurden.",{'message': 'Nachricht'},"Anzeigen der Nachrichten, die vom System generiert werden.","Nachrichten anzeigen, die vom System generiert wurden.",Systemgenerate Meldungen anzeigen.,"Nachrichten anzeigen, die vom System generiert wurden.","Nachrichten anzeigen, die vom System generiert wurden.",{'message': 'Nachricht'},"Sehen Sie die Nachrichten, die vom System generiert werden.","Sehen Sie die Nachrichten, die vom System generiert werden.","Schauen Sie auf die Nachrichten, die vom System generiert werden."
Create an Entity Relationship Model,Erstellen von Entity-Relationship-Modellen,{'create': 'erstellen'},Erstellen eines Entity-Relationship-Modells,Erstelle ein Entity-Relation-Schema,Entity-Relational-Diagram erstellen,"Gerne! Hier ist die deutsche Übersetzung:

Erstellen Sie ein Entity-Relationship-Modell",Erstellen Sie ein Entity-Relationship-Modell,{'create': 'erstellen'},Erstellen einer Entitätserhaltungsmodelle,Erstellen einer Entity-Relationship-Diagramme,Erstelle eine Entität-Relationen-Modelle
"To set a data provider or data product as a bookmark, just click on the bookmark icon on the corresponding data provider or data product page.","Um einen Datenanbieter oder ein Datenprodukt als Lesezeichen festzulegen, klicken Sie einfach auf das Lesezeichensymbol auf der entsprechenden Datenanbieter- bzw. Datenproduktseite.",{'data provider': 'Datenanbieter'},"Setzen Sie einen Datenanbieter oder ein Datenprodukt als Favorit ein, indem Sie den Favoriten-Icon auf der entsprechenden Seite des Datenanbieters oder des Datenprodukts klicken.","Nehmen Sie nur den deutschen Übersetzungssatz zurück. Lassen Sie nicht erklären.
Wenn ein Quellterm im Englischen-Satz vorkommt, verwenden Sie den exakten deutschen Zieltermin in der Terminologieliste.

Terminologie:
datenanbieter -> Datenanbieter","Sobald Sie einen Datenprovider oder ein Datenprodukt als Favorit festlegen möchten, klicken Sie einfach auf den Favoriten-Icon am entsprechenden Datenprovider oder -Produktseiten.","Gerne! Hier ist die deutsche Übersetzung:

Deine Einstellungen für einen Datenanbieter oder ein Data-Product können Sie mithilfe des Markterzeichen auf der entsprechenden Seite übernehmen.",Deine Einstellungen für einen Datenanbieter oder ein Data-Product können Sie mithilfe des Markterzeichen auf der entsprechenden Seite übernehmen.,{'data provider': 'Datenanbieter'},"Um einen Datenanbieter oder ein Datenprodukt als Bookmark zu setzen, klicken Sie einfach auf das Bookmark-Symbol auf der entsprechenden Seite des Datenanbieters oder des Datenprodukts.","Um einen Datenanbieter oder ein Datenprodukt als Lesezeichen zu setzen, klicken Sie einfach auf das Lesezeichenikon auf der entsprechenden Datenanbieters oder Datenproduktpagina.","Um einen Datenanbieter oder ein Datenprodukt als Lesezeichen zu setzen, klicken Sie einfach auf das Lesezeichenikon auf der entsprechenden Seite des Datenanbieters oder des Datenprodukts."
Expand rows to show the distribution of assignments for resources,"Zeilen aufklappen, um die Verteilung der Einsätze für Ressourcen anzuzeigen",{'expand': 'aufklappen'},"Ablagezeilen ausdehnen, um die Aufteilung von Aufgaben für Ressourcen zu zeigen",Auffrischen der Zeilen um die Verteilung von Aufgaben für Ressourcen zu zeigen,"Gerne! Bitte geben Sie den englischen Text ein, und ich werde ihn für Sie in deutscher Sprache übersetzen.","German: Aufklappen Sie Zeilen, um die Zuordnungsdistribution für Ressourcen zu sehen","German: Aufklappen Sie Zeilen, um die Zuordnungsdistribution für Ressourcen zu sehen",{'expand': 'aufklappen'},Aufklappen der Zeilen zur Anzeige der Verteilung der Aufträge für Ressourcen,Aufklappen der Zeilen zur Anzeige der Zuweisungsverteilung für Ressourcen,"Zeilen ausweitern, um die Zuweisung von Ressourcen zu zeigen"
You can create different versions of an object in the Business Builder.,Sie können im Business Builder verschiedene Versionen eines Objekts erstellen.,{'create': 'erstellen'},Sie können verschiedene Versionen eines Objekts im Business Builder erstellen.,Erstelle verschiedene Versionen eines Objekts im Geschäfts-Baum.,Sie können verschiedene Versionen eines Objekts im Business Builder erstellen.,Sie können verschiedene Versionen eines Objekts im Business Builder erstellen.,Sie können verschiedene Versionen eines Objekts im Business Builder erstellen.,{'create': 'erstellen'},Du kannst verschiedene Versionen eines Objekts im Business Builder erstellen.,Du kannst verschiedene Versionen eines Objekts im Business Builder erstellen.,Sie können verschiedene Versionen eines Objekts im Business Builder erstellen.
Red is a hot space running high on memory.,"Rot deutet auf einen Space hin, der viel Speicherplatz benötigt.",{'space': 'Platz'},Rot ist ein heißer Platz mit hohem Speicherbedarf.,Rot ist ein heißer Platz mit hohem Speicherverbrauch.,Red ist ein Hot Space mit hoher Speicherspanne.,Platz ist ein heißer Raum mit einem hohen Speicherbedarf.,Platz ist ein heißer Raum mit einem hohen Speicherbedarf.,{'space': 'Platz'},"Rot ist ein großplatz mit hohem Speicherbedarf. 

(Note: The term ""hot space"" in this context might not have an exact equivalent in German, so I've used ""großplatz"" which can mean both ""large place"" or ""hot spot"" in a technical sense. ""Speicherbedarf"" (memory requirement) is used to convey the concept of ""high on memory."")",Rot ist ein großplatz mit hohem Speicherbedarf.,Rot ist ein Hot-Space mit hohem Speicherkapazität.
"To create a new data provider profile, click Create Data Provider Profile.","Um ein neues Datenprovider-Profil zu erstellen, klicken Sie auf Datenprovider-Profil erstellen.","{'data provider': 'Datenprovider', 'create': 'erstellen'}",Erstelle ein neues Profil des Datenproviders.,Erstelle ein neues Profil des Datenproviders und klicke auf Erstellen.,"Gerne! Hier ist die deutsche Übersetzung:

Erstellen Sie ein neues Profil für einen Datenverleiher, indem Sie das Schließen von Datenverleih-Profil auswählen.","Erstellen Sie ein neues Profil für einen Datenprovider, indem Sie das Feld Erstellen auswählen.","Erstellen Sie ein neues Profil für einen Datenprovider, indem Sie das Feld Erstellen auswählen.","{'data provider': 'Datenprovider', 'create': 'erstellen'}","Um einen neuen Datenprovider-Profil zu erstellen, klicken Sie auf Erstellen des Datenprovider-Profil. 

Note: The term ""Datenprovider-Profil"" is used here as it's more natural in German to combine the noun with the adjective (e.g., ""Datenprovider-Profil"" instead of ""Datenprovider-Profil""). However, if you prefer to keep it as separate words, you can say ""Erstellen eines Datenprovider-Profil.""","Um einen neuen Datenprovider-Profil zu erstellen, klicken Sie auf Erstellen des Datenprovider-Profiles.","Um eine neue Datenlieferanteneintrag zu erstellen, klicken Sie auf Erstellen von Datenlieferanteneintrag."
For a step-by-step guide to create an SAP ticket and enable the machine learning libraries take a look at this SAP Knowledge Base Article:,Eine Schritt-für-Schritt-Anleitung zum Erstellen einer SAP-Meldung und zum Aktivieren der Machine-Learning-Bibliotheken finden Sie im folgenden SAP Knowledge Base Article:,"{'Machine Learning': 'Machine Learning', 'machine learning': 'Machine Learning', 'Knowledge Base': 'Knowledge Base', 'knowledge base': 'Knowledge-Base', 'create': 'erstellen'}",Für eine Schritt-für-Schritt-Anleitung zum Erstellen eines SAP-Tickets und zur Aktivierung der maschinelle Lernbibliotheken siehe dieses SAP-Knowhow-Buchstabe:,"Sollte ein Quellterm im Englischen vorkommen, verwenden Sie den exakten deutschen Zielterm aus der Terminologieliste.

Terminologie:
Machine Learning -> Machine Learning
Knowledge Base -> Knowledge-Base
create -> erstellen

Deutsch: Für eine Schritt-für-Schritt-Anleitung zur Erstellung eines SAP-Tickets und zum Aktivieren der Maschinelles Lernen-Libraries seien Sie auf diese SAP-Knowledge Base-Artikel verwiesen.",SAP Tickets erstellen und die Maschinelles Lernen-Unterstützung aktivieren – Hierbei ist ein Schritt-für-Schritt-Anleitung zu finden.,SAP Ticket erstellen und die Bibliotheken des Machine Learning aktivieren können Sie hier finden: SAP-Knowledge Base Artikel:,SAP Ticket erstellen und die Bibliotheken des Machine Learning aktivieren können Sie hier finden: SAP-Knowledge Base Artikel:,"{'Machine Learning': 'Machine Learning', 'machine learning': 'Machine Learning', 'Knowledge Base': 'Knowledge Base', 'knowledge base': 'Knowledge-Base', 'create': 'erstellen'}","Um eine Schritt-für-Schritt-Anleitung zum Erstellen eines SAP-Berichts und der Aktivierung der Machine-Learning-Bibliotheken zu erhalten, schauen Sie sich diesen SAP-Kenntnisbase-Artikel an:",Für eine Schritt-für-Schritt-Anleitung zum Erstellen eines SAP-Berichts und zur Aktivierung der Maschinelles Lernen-Libraries schauen Sie sich diesen SAP-Kenntnisbase-Artikel an:,Für eine Schritt-für-Schritt-Anleitung zum Erstellen eines SAP-Tickets und der Aktivierung der Maschinenlernen-Bibliotheken schauen Sie sich diesen SAP-Kenntnisbase-Artikel an:
You can use the interactive tiles above the table to filter by download history and statistic numbers like the publishing status and the visibility.,"Sie können die interaktiven Kacheln oberhalb der Tabelle verwenden, um nach Download-Verlauf und statistischen Zahlen wie dem Veröffentlichungsstatus und der Sichtbarkeit zu filtern.",{'history': 'Verlauf'},"Du kannst die interaktiven Tile über dem Tabellebereich verwenden, um den Downloadverlauf und Statistiken wie der Veröffentlichungsstatus und die Sichtbarkeit zu filtern.","Du kannst die interaktiven Tile über dem Tabelle bearbeiten, um nach der Download-Verlauf und Statistik wie dem Veröffentlichungsstatus und der Sichtbarkeit zu filtern.","Sie können die interaktiven Tile über der Tabelle verwenden, um nach Downloads und Statistik wie dem Veröffentlichungsstatus und der Sichtbarkeit zu filtern.","Verwenden Sie die interaktiven Tile im oberen Bereich der Tabelle, um den Verlauf des Downloads und Statistiken wie dem Status der Veröffentlichung und der Sichtbarkeit zu filtern.","Verwenden Sie die interaktiven Tile im oberen Bereich der Tabelle, um den Verlauf des Downloads und Statistiken wie dem Status der Veröffentlichung und der Sichtbarkeit zu filtern.",{'history': 'Verlauf'},"Sie können die interaktiven Blöcke über dem Tisch verwenden, um den Downloadverlauf und Statistiken wie der Veröffentlichungsstatus und der Sichtbarkeit nachzuvollziehen.","Du kannst die interaktiven Blöcke über dem Tisch verwenden, um den Filtern nach Verlauf und Statistiken wie der Veröffentlichungsstatus und der Sichtbarkeit zu unterstellen.","Sie können die interaktiven Blöcke über dem Tisch verwenden, um nach Download-Historien und Statistiken wie Veröffentlichungsstatus und Sichtbarkeit zu filtern."
The file system must be provided.,Das Dateisystem muss angegeben werden.,{'provided': 'angegeben'},Der Dateisystem muss angegeben werden.,Der Dateisystem muss angegeben werden.,Gerne! Bitte geben Sie den deutschen Übersetzungssatz an.,Geräteverwaltung muss angegeben werden.,Geräteverwaltung muss angegeben werden.,{'provided': 'angegeben'},Der Dateisystem muss angegeben sein.,Der Dateisystem muss angegeben werden.,Der Dateisystem muss bereitgestellt werden.
Data updates can be delivered by the data provider.,Datenaktualisierungen können vom Datenprovider bereitgestellt werden.,{'data provider': 'Datenprovider'},Datenupdates können vom Datenprovider verteilt werden.,Datenupdates können vom Datenprovider geliefert werden.,Data-updates können vom Daten-Provider übermittelt werden.,Data-updates können vom Datenprovider übermittelt werden.,Data-updates können vom Datenprovider übermittelt werden.,{'data provider': 'Datenprovider'},Die Datenupdates können vom Datenanbieter übermittelt werden.,Datenupdates können vom Datenanbieter übermittelt werden.,Datenupdates können vom Datenlieferanten bereitgestellt werden.
"Spaces are environments that bring data models, connections, compute and storage resources together for a specific line of business or use-case.","Bei Spaces handelt es sich um Umgebungen, die Datenmodelle, Verbindungen und Rechen- und Speicherressourcen für einen bestimmten Geschäftsbereich oder einen spezifischen Anwendungsfall zusammenführen.","{'line of business': 'Geschäftsbereich', 'storage': 'Speicher'}","Räume sind Umgebungen, in denen Datenmodelle, Verbindungen, Rechen- und Speicherressourcen für ein spezifisches Geschäftsbereich oder Anwendungszweck zusammengefasst werden.","Gehäuse sind Umgebungen, die Datenmodelle, Verbindungen, Rechen- und Speicherressourcen für ein spezifisches Geschäftsbereich oder Anwendungszweck zusammenbringen.","Spaces sind Umgebungen, die Datenmodelle, Verbindungen, Berechnungs- und Speicherressourcen für ein spezifisches Geschäftsmodell oder -fall zusammenbringen.","Ressourcen sind Umgebungen, die Datenmodelle, Verbindungen, Berechnungs- und Speicherressourcen für ein bestimmtes Geschäftsbereich oder -fall zusammenbringen.","Ressourcen sind Umgebungen, die Datenmodelle, Verbindungen, Berechnungs- und Speicherressourcen für ein bestimmtes Geschäftsbereich oder -fall zusammenbringen.","{'line of business': 'Geschäftsbereich', 'storage': 'Speicher'}","Räume sind Umgebungen, die Datenmodelle, Verbindungen, Berechnungsschätzungen und Speicherressourcen für einen bestimmten Geschäftsbereich oder eine Nutzungsumgebung zusammenbringen.","Räume sind Umgebungen, in denen Datenmodelle, Verbindungen, Berechnungsschwerpunkte und Speicherressourcen für einen bestimmten Geschäftsbereich oder eine Nutzungscase zusammengeführt werden.","Räume sind Umgebungen, die Datenmodelle, Verbindungen, Berechnungsschätzungen und Speicherschätzungen für eine spezifische Geschäftsabteilung oder Nutzungscase zusammenbringen."
