source,reference,terms,base_basic,base_strong,lora_no_term,lora_basic,lora_basic_cleaned,terms_dict,qwen3b_basic,qwen3b_strong,qwen3b_no_term,qwen3b_selected_source,qwen3b_selected,qwen3b_selected_term_coverage,random_terms_dict,qwen3b_random,selected_missing_terms,num_missing_selected,qwen3b_selected_repaired,repaired_missing_terms,num_missing_repaired,qwen3b_definition_prompt,lora_cleaned_missing_terms,num_missing_lora_cleaned,lora_basic_cleaned_repaired,lora_repaired_missing_terms,num_missing_lora_repaired
[optional] Click the Actions button on an item to specify filters and sorting as appropriate.,"(Optional) Klicken Sie neben einer Position auf die Schaltfläche Aktionen, um je nach Bedarf Filter und Sortierungen festzulegen.",{'item': 'Position'},"Klicken Sie auf den Button ""Actions"" auf einer Position, um Filter und Sortierung entsprechend zu spezifizieren.",Position -> Position,"Gerne! Bitte geben Sie den englischen Text ein, und ich werde ihn für Sie in deutscher Sprache übersetzen.","Optional: Klicken Sie auf das Symbol für Aktionen auf einer Position, um Filter und Sortierung zu spezifizieren, die erforderlich sind.","Optional: Klicken Sie auf das Symbol für Aktionen auf einer Position, um Filter und Sortierung zu spezifizieren, die erforderlich sind.",{'item': 'Position'},"Klicken Sie auf das Aktionen-Symbol einer Position, um entsprechend Filter und Sortierung zu spezifizieren.","Klicken Sie auf die Aktionen-Button einer Position, um Filter und Sortierung angemessen zu spezifizieren.","Klicken Sie auf das Aktionen-Symbol eines Elements, um entsprechende Filter und Sortierung zu spezifizieren.",qwen3b_strong,"Klicken Sie auf die Aktionen-Button einer Position, um Filter und Sortierung angemessen zu spezifizieren.",1.0,{'item': 'verarbeiten'},"Klicken Sie auf das Aktionen-Symbol auf einem verarbeiten, um Filter und Sortierung entsprechend zu spezifizieren.",{},0,"Klicken Sie auf die Aktionen-Button einer Position, um Filter und Sortierung angemessen zu spezifizieren.",{},0,"Klicken Sie auf die Aktionen-Button auf einer Position, um Filter und Sortierung angemessen zu spezifizieren.",{},0,"Optional: Klicken Sie auf das Symbol für Aktionen auf einer Position, um Filter und Sortierung zu spezifizieren, die erforderlich sind.",{},0
The skills match percentage varies depending on whether matching is based exclusively on the resource's skills or whether skills from other assignments are taken into account.,"Die prozentuale Qualifikationsübereinstimmung variiert in Abhängigkeit davon, ob der Abgleich ausschließlich auf den Qualifikationen der Ressource basiert oder ob auch Qualifikationen aus anderen Einsätzen berücksichtigt werden.",{'percentage': 'prozentual'},"Der Prozentsatz der Übereinstimmungen hängt von der Art des Matches ab, ob es sich um einen Match basierend auf den Fähigkeiten des zugewiesenen Auftrags handelt oder um einen Match, bei dem Fähigkeiten aus anderen Aufträgen berücksichtigt werden.","Der Wettbewerbsanteil variiert hingegen je nachdem, ob der Vergleich ausschließlich auf die Fähigkeiten des Matches basiert oder ob Fähigkeiten aus anderen Aufträgen berücksichtigt werden.","Die Matching-Percentuale hängt von der Art ab, wie Sie die Matching-Einstellungen festlegen. Wenn Sie nur auf den Skill des Ressourcen basieren, wird die Matching-Percentuale höher.","Die Prozentsatz-Vergleiche variieren je nachdem, ob die Verwaltung auf der Grundlage der Fähigkeiten des Ressourcen oder auf der Grundlage von Fähigkeiten aus anderen Auftritten abgestimmt wird.","Die Prozentsatz-Vergleiche variieren je nachdem, ob die Verwaltung auf der Grundlage der Fähigkeiten des Ressourcen oder auf der Grundlage von Fähigkeiten aus anderen Auftritten abgestimmt wird.",{'percentage': 'prozentual'},"Die prozentuale Übereinstimmungsrate variiert abhängig davon, ob die Übereinstimmung ausschließlich auf den Fähigkeiten des Ressourcenobjekts basiert oder ob Fähigkeiten aus anderen Aufträgen berücksichtigt werden.","Die prozentuale Übereinstimmungsrate variiert abhängig davon, ob die Übereinstimmung ausschließlich auf den Fähigkeiten des Ressourcenobjekts basiert oder ob Fähigkeiten aus anderen Aufgaben berücksichtigt werden.","Die Prozentzahl der Übereinstimmung der Fähigkeiten variiert abhängig davon, ob die Überprüfung ausschließlich auf den Fähigkeiten des Ressourcenobjekts basiert oder ob Fähigkeiten aus anderen Aufträgen berücksichtigt werden.",qwen3b_strong,"Die prozentuale Übereinstimmungsrate variiert abhängig davon, ob die Übereinstimmung ausschließlich auf den Fähigkeiten des Ressourcenobjekts basiert oder ob Fähigkeiten aus anderen Aufgaben berücksichtigt werden.",1.0,{'percentage': 'Auswahl'},"Die Auswahl des Fähigkeitsanteils variiert abhängig davon, ob die Auswahl ausschließlich auf den Fähigkeiten des Ressourcenobjekts basiert oder ob Fähigkeiten aus anderen Aufgabenberichten berücksichtigt werden.",{},0,"Die prozentuale Übereinstimmungsrate variiert abhängig davon, ob die Übereinstimmung ausschließlich auf den Fähigkeiten des Ressourcenobjekts basiert oder ob Fähigkeiten aus anderen Aufgaben berücksichtigt werden.",{},0,"Die prozentuale Matchquote variiert abhängig davon, ob die Matching basierend auf den Fähigkeiten des Ressourcenobjekts oder Fähigkeiten aus anderen Aufgaben berücksichtigt werden.",{'percentage': 'prozentual'},1,"Die prozentuale Vergleichsmaßeinheit variiert je nachdem, ob die Verwaltung auf der Grundlage der Fähigkeiten des Ressourcen oder auf der Grundlage von Fähigkeiten aus anderen Aufträgen abgestimmt wird.",{},0
[if Enable Compound Triggers = false and Triggers Record Primary Keys Only = false] Triggers Record ROWID Pseudo Column Only,[wenn Zusammengesetzte Auslöser aktivieren = falsch und Löst nur Primärschlüssel für Datensätze aus = falsch] Löst nur Pseudospalte ROWID für Datensatz aus,{'trigger': 'Auslöser'},[Wenn Enable Compound Triggers = false und Triggers Record Primary Keys Only = false] Triggers Record ROWID Pseudo Column Only,Auslöser werden nur die ROWID-Pseudokolumne berücksichtigt.,[Wenn Enable Compound Triggers = false und Triggers Record Primary Keys Only = false] Triggers Record ROWID Pseudo Column Only,"Gerne! Bitte geben Sie den englischen Text an, und ich werde ihn in deutscher Sprache übersetzen.","Gerne! Bitte geben Sie den englischen Text an, und ich werde ihn in deutscher Sprache übersetzen.",{'trigger': 'Auslöser'},"German translation:

[Auslöser = false und Auslöser speichert nur Primärschlüssel = false] Auslöser speichert nur die Pseudokolonne ROWID","Auslöser für Zeilen-ID-Pseudokolonne nur anwenden, wenn Schleifentrigger deaktiviert und nur primäre Schlüsseltrigger aktiviert sind","Triggers nur die ROWID-Pseudokolonne erzeugen, wenn Enable Compound Triggers = false und Triggers Record Primary Keys Only = false",qwen3b_strong,"Auslöser für Zeilen-ID-Pseudokolonne nur anwenden, wenn Schleifentrigger deaktiviert und nur primäre Schlüsseltrigger aktiviert sind",1.0,{'trigger': 'anfragen'},"German translation:

[Wenn Anfragen zusammengesetzte Anfragen = false und nur Primärschlüssel in Anfragen hinzugefügt werden = false] Anfragen fügen die Pseudokolonne ROWID nur hinzu",{},0,"Auslöser für Zeilen-ID-Pseudokolonne nur anwenden, wenn Schleifentrigger deaktiviert und nur primäre Schlüsseltrigger aktiviert sind",{},0,"[Auf Auslösern von Komplexen Auslösschleifen = false und Auslösern, die nur Primärschlüssel berücksichtigen = false] Auslöser für ROWID-Pseudokolonne berücksichtigen nur",{'trigger': 'Auslöser'},1,"Wenn Auslöser aktiviert sind (Enable Compound Triggers = false) und nur Primärschlüssel auslösen (Triggers Record Primary Keys Only = false), werden nur die ROWID-Pseudokolonnen ausgelöst.",{},0
For more information please see Space Monitoring.,Weitere Informationen finden Sie unter Space-Überwachung.,{'monitoring': 'Überwachung'},Für weitere Informationen siehe Raumüberwachung.,Überwachung für weitere Informationen siehe Raumüberwachung.,Space Monitoring Informationen finden Sie hier.,Space Monitoring.,Space Monitoring.,{'monitoring': 'Überwachung'},Für weitere Informationen bitte sehen Sie auf der Seite zur Überwachung.,Für mehr Informationen bitte sehen Sie auf Überwachung.,Für mehr Informationen bitte sehen Sie sich das Space Monitoring an.,qwen3b_strong,Für mehr Informationen bitte sehen Sie auf Überwachung.,1.0,{'monitoring': 'Debitor'},"Für mehr Informationen bitte schauen Sie auf den Debitor. 

Note: The term ""Debitor"" is not typically used in the context of monitoring or space monitoring. In this case, it seems like there might be a misunderstanding or a specific context that I'm not aware of. If you meant to use a different term for monitoring, please provide the correct terminology.",{},0,Für mehr Informationen bitte sehen Sie auf Überwachung.,{},0,Für mehr Informationen bitte sehen Sie auf Space Überwachung.,{'monitoring': 'Überwachung'},1,Überwachung.,{},0
Revoking Access to the Schedule,Zugriff auf den Terminplan entziehen,{'schedule': 'Terminplan'},Entlassung des Zugriffs auf den Terminplan,"Entschuldigung, aber Sie haben keine Übersetzung für ""revoking access to the schedule"" im angegebenen Termin-Liste gefunden. Vielleicht gibt es eine andere Übersetzung oder terminologische Definition?",Verweigerung der Zugriff auf die Planung,Terminplan zurückgeben,Terminplan zurückgeben,{'schedule': 'Terminplan'},Entfernen der Zugriffsrechte zum Terminplan,Berechtigung für Terminplan zu entfernen,Berechtigung zur Schedule zu widerrufen,qwen3b_strong,Berechtigung für Terminplan zu entfernen,1.0,{'schedule': 'Zugriffskontrolle'},Revokation des Zugriffs auf die Zugriffskontrolle,{},0,Berechtigung für Terminplan zu entfernen,{},0,Berechtigung für den Terminplan zu entfernen,{},0,Terminplan zurückgeben,{},0
"Alternatively, select Favorites to show your favorited objects across all spaces.","Alternativ können Sie Favoriten auswählen, um Ihre bevorzugten Objekte in allen Spaces anzuzeigen.",{'space': 'Space'},"Alternativ können Sie Favoriten auswählen, um Ihre favorisierten Objekte auf allen Spaces zu zeigen.","Alternatively, select Favorites to show your favorited objects across all Spaces.",Gerne helfe ich Ihnen gerne!,"Alternatively, select Favoriten, so that you can see your favorite objects in all Spaces.","Alternatively, select Favoriten, so that you can see your favorite objects in all Spaces.",{'space': 'Space'},"Alternativ wählen Sie Favoriten, um die favorisierten Objekte in allen Räumen anzuzeigen.","Alternativ wählen Sie Favoriten, um Ihre favorisierten Objekte in allen Räumen anzuzeigen.","Alternativ wählen Sie Favoriten, um die favorisierten Objekte in allen Räumen anzuzeigen.",qwen3b_strong,"Alternativ wählen Sie Favoriten, um Ihre favorisierten Objekte in allen Räumen anzuzeigen.",0.0,{'space': 'Erneuerung'},"Alternativ wählen Sie Favoriten, um die favorisierten Objekte in allen Erneuerungen anzuzeigen.",{'space': 'Space'},1,"Alternativ wählen Sie Favoriten, um Ihre favorisierten Objekte in allen Räumen zu anzeigen.",{'space': 'Space'},1,"Alternativ wähle Favoriten, um deine favorisierten Objekte in allen Spaces zu zeigen.",{},0,"Alternatively, select Favoriten, so that you can see your favorite objects in all Spaces.",{},0
Validate your code and update the display of your output structure in the side panel at any time by clicking .,"Validieren Sie Ihren Code, und aktualisieren Sie jederzeit die Anzeige Ihrer Ausgabestruktur im Seitenbereich, indem Sie auf  klicken.",{'side panel': 'Seitenbereich'},Überprüfe dein Code und aktualisiere die Anzeige deines Ausgabestrusts im Seitenbereich jederzeit durch Klicken.,Überprüfen Sie Ihre Code-Implementierung und aktualisieren Sie die Anzeige Ihrer Ausgabestruktur im Seitenbereich jederzeit durch Klicken.,"Gerne! Bitte geben Sie den englischen Text ein, und ich werde ihn für Sie auf Deutsch übersetzen.","Gerne! Bitte geben Sie den englischen Text ein, und ich werde ihn für Sie übersetzen.","Gerne! Bitte geben Sie den englischen Text ein, und ich werde ihn für Sie übersetzen.",{'side panel': 'Seitenbereich'},"Validieren Sie Ihr Code und aktualisieren Sie die Darstellung Ihrer Ausgabestructur im Seitenbereich jederzeit, indem Sie klicken.",Validiere dein Code und aktualisiere die Darstellung deines Ausgabestructurs im Seitenbereich jederzeit durch Klicken.,Validieren Sie ihren Code und aktualisieren Sie die Darstellung Ihrer Ausgabestructur im Seitenleiste jederzeit durch Klicken.,qwen3b_strong,Validiere dein Code und aktualisiere die Darstellung deines Ausgabestructurs im Seitenbereich jederzeit durch Klicken.,1.0,{'side panel': 'Aufbewahrungszeitraum'},"Validieren Sie Ihr Code und aktualisieren Sie die Darstellung Ihrer Ausgabestructur im Aufbewahrungszeitraum jederzeit, indem Sie klicken.",{},0,Validiere dein Code und aktualisiere die Darstellung deines Ausgabestructurs im Seitenbereich jederzeit durch Klicken.,{},0,Validiere dein Code und aktualisiere die Darstellung deines Ausgabestructurs im Seitenbereich jederzeit durch Klicken.,{'side panel': 'Seitenbereich'},1,"Bitte validieren Sie Ihr Code und aktualisieren Sie die Darstellung Ihrer Ausgabestructur im Seitenbereich jederzeit, indem Sie klicken.",{},0
Database Name and Service Name.,Datenbankname oder Servicename.,{'service': 'Service'},Datenbankname und Dienstname.,Datenbankname und Dienstname.,Databasename und Dienstname,Service-Name und Datenbankname.,Service-Name und Datenbankname.,{'service': 'Service'},Database Name und Service Name.,Datenbankname und Service名称.,Datenbankname und Dienstname.,qwen3b_strong,Datenbankname und Service名称.,1.0,{'service': 'Benachrichtigung'},Database Name und Benachrichtigung Name.,{},0,Datenbankname und Service名称.,{},0,Datenbankname und ServiceName.,{},0,Service-Name und Datenbankname.,{},0
"adding users, connections, and creating open SQL schemas in Space Management is blocked","Hinzufügen von Benutzern, Verbindungen und Erstellung von Open-SQL-Schemas im Space-Management gesperrt",{'blocked': 'gesperrt'},"Hinzufügen von Benutzern, Verbindungen und die Erstellung offener SQL-Schemas im Raumverwaltung ist gesperrt.","Erstellen von Benutzern, Verbindungen und die Erstellung offener SQL-Schemas im Raumverwaltung ist gesperrt.","Space Management: Benutzer hinzufügen, Verbindungen erstellen und Open-SQL-Datenbanken erstellen ist blockiert","Geben Sie Benutzer, Verbindungen und die Erstellung von offenen SQL-Schemas im Raumverwaltung an, ist gesperrt","Geben Sie Benutzer, Verbindungen und die Erstellung von offenen SQL-Schemas im Raumverwaltung an, ist gesperrt",{'blocked': 'gesperrt'},"Hinzufügen von Benutzern, Verbindungen und der Erstellung offener SQL-Schemata im Raummanagement ist gesperrt.","Hinzufügen von Nutzern, Verbindungen und die Erstellung offener SQL-Schemata im Raummanagement ist gesperrt.","Hinzufügen von Benutzern, Verbindungen und die Erstellung offener SQL-Schemata im Raummanagement ist blockiert.",qwen3b_strong,"Hinzufügen von Nutzern, Verbindungen und die Erstellung offener SQL-Schemata im Raummanagement ist gesperrt.",1.0,{'blocked': 'Space'},"Hinzufügen von Benutzern, Verbindungen und die Erstellung offener SQL-Schemata im Raummanagement ist blockiert.",{},0,"Hinzufügen von Nutzern, Verbindungen und die Erstellung offener SQL-Schemata im Raummanagement ist gesperrt.",{},0,"Hinzufügen von Benutzern, Verbindungen und die Erstellung offener SQL-Schemata im Raummanagement ist gesperrt.",{},0,"Geben Sie Benutzer, Verbindungen und die Erstellung von offenen SQL-Schemas im Raumverwaltung an, ist gesperrt",{},0
Create a Graphical View,Erstellen von grafischen Views,{'create': 'erstellen'},Erstelle eine Grafische Ansicht,Erstelle eine Grafische Ansicht,"Gerne! Bitte geben Sie den englischen Text ein, und ich werde ihn für Sie in deutscher Sprache übersetzen.","Gerne! Hier ist die deutsche Übersetzung:

Gerne! Hier ist die deutsche Übersetzung:

Gerne! Hier ist die deutsche Übersetzung:","Gerne! Hier ist die deutsche Übersetzung:

Gerne! Hier ist die deutsche Übersetzung:",{'create': 'erstellen'},Erstellen Sie eine Grafische Ansicht,Erstellen einer graphischen Ansicht,Erstelle eine graphische Ansicht,qwen3b_strong,Erstellen einer graphischen Ansicht,1.0,{'create': 'Entwurf'},Entwerfen Sie eine Grafische Ansicht,{},0,Erstellen einer graphischen Ansicht,{},0,Erstellen einer Graphischen Ansicht,{'create': 'erstellen'},1,Erstellen Sie eine Grafische Ansicht,{},0
